WO#,Description,work-type,Service,Log Details,FIR,Complexity-Weight
31979150,TRUNKING TO BE DONE FOR CABLES AAND LED LIGHTS NEED TO INSTALL,CM,Electrical,Here extension cable place in floor trunking  and harness properly all PC power inverters are place under the table now done.,In this location need to harness/arrange extensions cable for computer using floor cable trunking and cable tie.,2
31929943,CMT PCHS AREA CONVEYOR NO-C39 AND C40 LIGHT INSTALLATION,CM,Electrical,"2nos 200w led flood lights installed  Material used-2*200w led flood lights ,mounting brackets,cable 35metre,junction boxes  After lux230","Check and found this location need to install additional 
 2nos 200w led flood light lights for improve illumination 
Prelux 198. Coordination completed with danata(Mr.rodwin)installation to be scheduled next week.",2
31984624,NO POWER TRIP WHOLE BUILDING & ELECTRICAL ROOM (08-CSG-1706) INSIDE ABNORMAL SOUND - Urgent,SBD,Electrical,We have restored the power supply from DB-EPP-01/R5 .Now here all lights are working good condition.,We checked and found this location lights are not working power trip issue from DB-EPP-01/R5 .Need to reset the power supply from DB.,1
31991294,MANY LIGHTS NOT WORKING IN DOOR NO 3081( THIRD FLOOR),SBD,Electrical,We replaced here total 06 nos lights now in each fitting 02 lights are working as per client need to keep same. Due to high brightness it is effecting on eyes. After lux level is 220.,"Checked and found, in office in each fitting 02 lights are working and in 02 fittings 04 per fitting lights are not working,  so client is requesting to replace faulty lights and keep each fitting 02 lights. Before lux level is 213. Height is less than 06M.",1
31985091,ceiling lights not working,SBD,Electrical,We have visited the location and found here in this office 0018 there are all lights are working good condition. No any lights off condition.  Lux level is also maintained 457.,We checked and found this location here 14w840 T5 Tubelight all are working. No any service impact. Lux level is 278.,1
32001996,ceiling lights not working,SBD,Electrical,We have replaced here 4nos 14w840 T5 Tubelights.Now here all lights are working good condition. Past lux level is 346.we have used this materials MR # 740320,"We checked and found this location 4nos 14w840 T5 Tubelights fused out of 32nos tubelights. Need to replace. Height less than 6meters. Pre lux level is 
312.no any service impact.",1
32001997,ceiling lights not working,SBD,Electrical,We have replaced here 2nos 14w840 T5 Tubelights. Now here all lights are working good condition. Past lux level is 297.we have used this materials #MR 740319.,We checked and found this location 2nos 14w840 T5 Tubelights fused. Out of 16nos tubelights. Need to replace. Height less than 6meters. Pre lux level is 279.,1
32001999,01 ceiling lights not working,SBD,Electrical,We have replaced here 2nos 36w765 T8 tubelights. Now here all lights are working good condition. Past lux level is 298.we have used this materials #MR 740318.,We checked and found this location 2nos 36w765 T8 tubelights fused. Need to replace. Height less than 6meters. Pre lux level is 219.no any service impact.,1
32002000,UV lamp cover damage,SBD,Electrical,We have UV lamp cover fixed proper. Now here all are working good condition. No any service impact.,We checked and found this location here 1no UV lamp cover removed. Need to be fix proper. No any service impact.,1
31962109,ceiling lights not working,SBD,Electrical,We have replaced here 4nos 14w840 T5 Tubelights  with using 1nos 2x14-35w electronic ballast.  Now here all lights are working good condition.  Past lux level is 357.,We checked and found this location here 4nos 14w840 T5 Tubelights fused.  Need to replace the lights.  Height is less then 6meter.  Pre lux level is 347.,1
32001980,Hand dryer damaged,SBD,Electrical,We checked and found this location no any power trip issue. Power is available in hand drayer. We have sensors clean now hand drayer working.,"We checked and found this location no any power trip issue. Power is available in hand drayer. But hand drayer is sensor some problem need to clean.

Note: Proper functional location not available in maximo",2
32001981,Hand dryer damaged,SBD,Electrical,We checked and found this location no any power trip issue. Power is available in hand drayer. But hand drayer is faulty .rectify the problem now hand drayer working.,"We checked and found this location no any power trip issue. Power is available in hand drayer. But hand drayer is faulty need to check.

Note: Proper functional location not available in maximo",2
31962112,ceiling lights not working,SBD,Electrical,"Here replaced 2nos 14w840 tubelights after replacement of lights the lux level is 326 now all lights are working properly,  DM9901238/MR738840","In this location checked and found 2nos 14w840 tubelights fused out of 48nos lights need to replace, Height less than 6meters and the pre lux level 296, no service impact",1
31971203,02 ceiling lights not working,SBD,Electrical,We have replaced here 2nos 14w840 T5 Tubelights. Now here all lights are working good condition. Past lux level is 434.we have used this materials DM #9901238,We checked and found this location 2nos 14w840 T5 Tubelights fused. Out of 24nos tubelights. Need to replace. Height less than 6meters. Pre lux level is 422.no any service impact.,1
31971214,02 ceiling lights not working,SBD,Electrical,We have replaced here 2nos 14w840 T5 Tubelights.  Now here all lights are working good condition. Past lux level is 478,We checked and found this location 2nos 14w840 T5 Tubelights fused. Out of 84nos tubelights. Need to replace. Height less than 6meters. Pre lux level is 419.no any service impact.,1
31962104,ceiling light not working,SBD,Electrical,We have replaced here 2nos 18w840 4pin CFL lights and 1no 2X18w ballast. Now here all lights are working good condition. Past lux level is 293.we have used the materials DM #9900219,We checked and found this location here 2nos 18w840 4pin CFL lights fused. Need to replace the lights.  Height is less then 6meter. Pre lux level is 247.,1
31985049,04 ceiling lights not working,SBD,Electrical,We have replaced here 2nos 14w840 T5 Tubelights. Now here all lights are working good condition. Past lux level is 359. We have use this materials #DM 9901238-2nos .,We checked and found this location 4nos 14w840 T5 Tubelights. Out of 36nos tubelights. Need to replace. Height less than 6meters. Pre lux level 312.no any service impact.,1
31985051,02 ceiling lights not working,SBD,Electrical,We have replaced here 2nos 14w840 T5 Tubelights. Now here all lights are working good condition. Past lux level is 359. We have use this materials #DM 9901238-2nos .,We checked and found this location 2nos 14w840 T5 Tubelights fused out of 24nos tubelights. Need to replace. Height less than 6meters. Pre lux level is 344.no any service impact.,1
31985053,02 ceiling lights not working,SBD,Electrical,We have replaced here 2nos 14w840 T5 Tubelights. Now here all lights are working good condition. Past lux level is 369. We have use this materials #DM 9901238-2nos .,We checked and found this location 2nos 14w840 T5 Tubelights fused. Need to replace. Height less than 6meters. No any service impact. Pre lux level is 316.,1
31985056,UV Lamp lights not working,SBD,Electrical,We have replace her 2nos 18w 3.0 Uv tube lights and 1nos 2×18w ballast .now her UV tube lights working good condition. We have used this materials Dm #  174360 DM#9033271.,"We checked and found this location 2nos 18w 3.0 uv tube ligh fused, Need to replace. Height less than 6meters. No service impact.",1
31985057,lights cover damaged,SBD,Electrical,We have checked  location lights cover fixed proper. Now all are lights working good condition no any service impact lux level maintain .,We checked and found this location lights cover remove  need to fixe.Height less than 6meters No service impact.,1
31978869,Found 2 gang electrical socket cover broken condition in perishable-3 CMT-CMTPER3,SBD,Electrical,We have fixed the socket covers properly.  Now this socket is working normally.  Now therenis no any safety issues.,Wr checked and found this location the wall socket cover is missing.  Need to fixed the socket cover. Power is available socket is working normally.  No service impacted.,2
31938101,"The staircase area from Ground Floor to Level 1 (E-Module Door 08-CMT-0062) is currently poorly light. Only one CFL bulb is installed, whereas three CFLs are required for adequate illumination.
Also Replace the existing light cover, which has become discolored and is reducing light quality",SBD,Electrical,We checked and found this location all lights are working. Lux level is 221.we have attached staircase lights pictures.,We checked and found this location staircase all lights are working lights fitting and cover also old . Pre lux level is 221.no any service impact.,2
31925792,05 High level ceiling  lights not working,SBD,Electrical,We replaced here 40 nos 14w/840 tube lights and 2×14-35w electronics ballst 4 nos also now all lights are working normally post lux level is 368,"In this location checked and found 4 x 40nos 14w840 tubelights fused out of 340 nos , Height is above to 06 meter. Pre lux level is 291.no service impact",3
31946706,EMG Exit lights not working,SBD,Electrical,We have replaced here 1nos 8w765 T5 mini tubelight. Now here exit signage light working good condition. We have use this materials DM #9900167.,We checked and found this location 1nos 8w765 T5 mini exit tubelight fused. Need to replace. Height less than 6meters.,1
31946707,ceiling lights not working,SBD,Electrical,We have replaced here 2nos 18w840 4pin CFL lights . Now here all lights are working good condition.  Past lux level is 255.,We checked and found this location 2nos 18w840 4pin cfl lights fused out of 12nos lights. Need to replace. Height less than 6meters. Pre lux level is 266.no any service impact.,1
31946710,ceiling lights not working,SBD,Electrical,We have replaced here 4nos 18w840 4pin cfl lights. Now here all lights are working good condition. Past lux level is 298.we have used this materials DM #9900216.,We checked and found this location 4nos 18w840 4pin cfl lights fused. Need to replace. Height less than 6meters. Pre lux level is 208.no any service impact.,1
31997664,PM (FAULTY BATTERY REDUCE WORK),CM,UPS,"TR1-UPS-N40A ,04 NUMBERS FAULTY BATTERIES REDUCED WORK COMPLETED. 40 NUMBERS BATTERY SET UP CONFIGRATION DONE.AFTER CONFIGRATIION 10 MINUTES BATTERY DISCHARGE TEST COMPLETED, FOUND UPS AND BATTERIES ARE WORKING NORMAL OPERATION. BATTERY DETAILS: SUNLIGHT ACCUFORCE 12 V / 33 AH,40 NUMBERS, BATTERY CODE: JUL02, BATTERY MFD.02/12/2021. FLOAT VOLTAGE =542.7 V, POSITIVE TO CENTRE TAP V/I =271.4 V / 1.40 A, NEGATIVE TO CENTRE TAP V/I=271.3 V / 1.56 A, BATTERY TEMPERATURE =23.6°C",BATTERY REDUCED AND CONFIGRATION WORK IN PROGRESS.,3
32002102,UPS - 1 ALARM NEED TO CHECK,SBD,UPS,"Check found ups 1 and 2 have parallel ups,  ups 1 have over load alarm, after Check and reset alarm cleared, now ups and battery working normal operation","Check and found UPS 1 and UPS 2  parallel ups,  UPS 2 working normal  ups 1 have inverter over load alarm  no service impact no load intrepid 11-MSR-1001",
31878066,PM (01no Battery Need to be replaced),CM,UPS,"Checked and found one 12V-55Ah battery is weak during discharge test in the last PPM, reported and created one WO for replacement. Arranged new battery,PPEs and proper tools. Co ordinated to BMS operator and UCC before proceeding to the task.  Isolated the battery breaker and replaced one battery. Normalized the  breaker and checked the voltage. Now system is working normally.",Faulty battery replaced,3
31878067,Rectifer Fan Faulty Need to be Replaced,CM,UPS,"Checked and found rectifier temperature alarm in UPS, reported and created one WO for replacement. Arranged material and proper PPEs. Isolated the power and replaced one cooling fan. Fan fault rectified, rectifier board need to replace. Waiting for the materials for next step . We will create another WO  once the material is ready.","Cooling fan replaced, rectifier board  need to replace.",3
31925653,PDLV shut down monitoring multiple locations,CM,UPS,"PDLV team conducted periodic maintenance in different substations. Shutdown is necessary for the safe work . Checked all back up assets before conducting the activity. Monitored all areas and all assets, back up level is healthy and worked properly. There is no interruption for critical load and assets are operational.",PDLV team conducted shutdown for periodic maintenance. Available failure code is not matching.,1
31925659,Full set  faulty battery needs to be replaced,CM,UPS,"Prior to start the work, co ordinated to BMS operator. Checked all parameters, working condition, physical condition, batteries and temperature. Isolated the battery breaker before starting the activity. Arranged batteries and  proper tools. Removed all old batteries and replaced new batteries. SUNLIGHT 12-40/FWB 15.  Replaced 30 nos batteries. Normalized the breaker and checked the voltages. UPS is operational.",All batteries replaced.,2
31905010,All Battery Replacement,CM,UPS,"FPS-UPS-01 ALL BATTERIES REPLACEMENT WORK COMPLETED, AFTER CHECKED ALL BATTERIES PARAMETERS THEN TURN ON THE BATTERY BREKER FOUND UPS AND BATTERIES ARE WORKING NORMAL OPERATION. BATTERY DETAILS;SUNLIGHT, ACCUFORCE, 12 V / 40 AH,32 NUMBERS, BATTERY CODE;FWA05,BATTERY MFD.05/01/2023",All batteries Replacement work in progress.,2
31905067,All Battery Replacement,CM,UPS,"TR1-UPS-N40B ALL BATTERIES REPLACEMENT WORK COMPLETED. AFTER CHECKED ALL BATTERIES PARAMETERS THEN TURN ON BATTERY BREKER FOUND UPS &amp; BATTERIES ARE WORKING NORMAL OPERATION. BATTERY DETAILS: SUNLIGHT ACCUFORCE, 12 V / 40 AH,40 NUMBERS, BATTERY CODE;FWB15. BATTERY MFD.15/02/2023. Total Float voltage =542 V,positive to center tap V/I=271.0 V / 0.10 A, negative to center tap V/I =271.0 V / 0.06 A,battery temperature =20.3°C",All batteries Replacement work in progress.,2
31905102,All Battery Replacement,CM,UPS,"Full battery replacement work completed, UPS and battery's working normal operations. Battery details SUNLIGHT accuforce 12 V /40 AH,30nos , code FWB15,",All batteries Replacement work in progress.,2
31878071,PM (Faulty Batteries Need to be Replaced),CM,UPS,Checked and found 2 nos batteries are weak during the ppm. Reported and created one WO for replacement. Isolated the battery breaker before starting the activity. Arranged new batteries and proper tools. Removed weak batteries and replaced.  Normalized the breaker and system is working properly.,Faulty batteries need to replace.,2
31925656,CAT 2 test monitoring all runway sub  stations,CM,UPS,"Conducted CAT/DG load testing in different substations. Checked all back up assets before conducting the load test. Monitored all areas and all assets, back up level is healthy and worked properly. There is no interruption and assets are operational.",DG test conducted successfully.  Available Failure report is not matching.,2
31925879,48Volt DC Battery charger system  the Battery Electrolyte level is  low,SBD,UPS,Co ordinated to UCC and BMS operator before proceeding the work. Arranged battery water and proper PPEs. Water filled at it's maximum level and closed battery caps.,Work is scheduled for Week 18 . No Service impact to the output and charger is working fine. Arranged water and filled.,2
31984262,Escort for the contractor to access the Electrical Room / Project Ref: DA005/2024 / Replacement of ECBS,SER,UPS,Subcontractors requested for room opening.  Opened the electrical room for ECBS replacement.,Subcontractors requested for room opening.,1
31990302,ROOM ACCESS FOR CONTRACTORS FOR TESTING AND COMMISSIONING WORKS,SER,UPS,Subcontractors requested for room opening for ECBS replacement. Isolated the incoming power for safe work.,Subcontractors requested for room opening for ECBS replacement.,1
31997195,CEILING SPOT LIGHT FUSE,SBD,Electrical,We removed the defective led driver and replaced with new led driver. Now light is working properly with lux level 312. Illumination is well maintained.  Also inform the customers,"We checked and found 1no.of ceiling not working due to driver faulty. Need to replace
Pre lux level 196
Height below 6meters",1
31984139,TAXI QUEUE INFO SCREEN NO POWER - NEED TO BE CHECK,SBD,Electrical,We checked the cable for display screen and founded 13Amps fuse was burst at 3pin plug.we replaced 1pc of 13Afuse for 3pin plug and plug-in now screen is currently working and confirmed by the user end.,We checked and found display screen not working power is available on the socket need to check.,2
31978173,TABLE LIGHT FUSE,SBD,Electrical,We removed the busted  light and replaced it with the new buld. Now tqble light is now working properly. Illumination is well maintained. Informed also the customer,Check and found 2no Table lamp are  not working due to light fused. 40w/840 light.,1
31961760,Poor illumination near the BHS Conveyor (PIC ATTACHED),SBD,Electrical,"We relocated the light in what they required.now light is relocated and area is visible confirmed by the user ends,no any power impacted.","We checked and found the location and meet the siemens staff light is working properly a lux level of 322.7 they want light relocate in near to conveyor they mention,need to rectify.",2
31883278,LIGHTS NOT WORKING,SBD,Electrical,We checked and found in arrival air side bhs area many tube lights not working due to the light was busted now we replace the busted tube lights it's working normally als0 measure the lux level attached the photos,"Many lights not working in arrival bhs area air side need to replace
Mr no 739498
Bhs permit no ptw,25,2680


1Pc 30W Led tubelight  needs a belt shutdown
Belt number:
104.T1.UNL.60.1-101

6 PCS.         2x35w/865 tubelight needs belt shutdown 
Belt number:
102.T1.UNL.30.1-020
103.T1.UNL.50.1-020
104.T1.UNL.70.1-020
105.T1.UNL.81.1-040 -- High elevated lights need boom lift
RCA16.T1.UNL.81.1-010.T1

5PCS.        2x28w/865 tubelight needs belt shutdown
Belt number:
103.T1.UNL.50.1-050
103.T1.UNL.80.1-060
103.T1.UNL.50.1-010
104.T1.UNL.70.1-050
105.T1.UNL.81.1-050  - High elevated lights need boom lift 


HIGH ELEVATED LIGHT - need boom lift
Location: BHS  Area Access road of dnata baggage 
5   PCS.       2x35w/865 tubelight 
16 PCS.       2x28w/865 tubelight",3
31985022,NO POWER TO SOCKET AND SOCKET DETACHED-PIC ATTACHED,SBD,Electrical,We checked and found the breaker was tripped nowcwe reset the breaker power back to normal in the socket,No power in the socket dep area 03 need to check,1
31997759,NO POWER IN ELECTRICAL SOCKET,SBD,Electrical,"Reseted the breaker CPA-EPP-0101/R8&amp;B9,now both socket are working confirmed by the lift technician while doing maintence activity.","We checked and found 2nos of socket no power due the breaker tripped while on going maintenance on lift.need to reset the breaker CPA-EPP-0101/R8,B9.",1
31990460,SOCKET NO POWER,SBD,Electrical,the request received from the DA subcontractor of the new water heater installation in the T1 Arrival area near met and greet..enova team confirmed the lose connection in the power point..fixed properly..no service impact,No power in the socket of the new installed water dispenser point.. no impacts as this water cooler under the replacement by DA project work.,1
31990507,POWER SOCKETS NOT WORKING,SBD,Electrical,Check throughly then reset the breaker now power is available in the socket. Informed the customer,Check and found electrical socket not working due to breaker trip TR1 EPP 151 Y5,1
31970541,ESCORT REQUIRED TO ACCESS ELEC. ROOM,SER,Electrical,Electrical room access provided for survey. And then right after survey we closed the door,Contractor requesting ror electrical room access for survey,1
31997683,BATTERY DISTILED WATER NEED TO FILL,CM,UPS,Battery charger and batteries are working normal,Battery distilled water filling work completed,2
31878383,Wall mounted LED one light defective,SBD,Electrical,We have replaced here 200w LED light. Now here allmlights are working good condition.  Past lux level 457,"Checked and found this location 1nos 200W LED light faulty out of 10 need to be replace new one, height is above 6meter pre lux level is 78,Need material",2
31978279,"kindly requesting for temporary power disconnection 
DB Ref:T2-ELP/62-G12 fed from T2-SMDB/61-G1 Circuit :B7
             T2-EPP/62-G12 fed from T2-SMDB/62-G1  Circuit :B2
 / Date: 30/04/2025- 02/05/2025 / SOP :  Demolition",SBD,Electrical,"Checked and visited the as per customer request they have for temporary power disconnection  DB Ref:T2-ELP/62-G12 fed from T2-SMDB/61-G1 Circuit :B7 mention the  Circuit but this same Circuit  feeding  from other endusers we could not give the s  shutdown permission we inform the customer also, customer understanding the issue","Checked and Visited the location. As per Customer Request they have Temporary Power Disconnection for the Fit-Out Activities. 
DB Ref: T2-ELP/62-G12 fed from T2-SMDB/61-G1 Circuit: B7 Mention the circuit. But Same Circuit Feeding to other End user and shutting down the main power will impact other customers as well. Near by 4 Nos of Shop connected with the same Power. 
Checked with customer – Contractor they don’t have permission to switch OFF power for the near by another end-user. 
As per them and discussed, since power shutdown activity will impact their business, they will discuss with DA Engineer and come back to us. 
They will send shutdown request approval for the other three end-users and as per mutually agreed they will do the shutdown activity. 
As agreed ;mutually, they will reschedule the activity.",2
31991477,DALLMAYR & POD ALL SIGNAGE ARE OFF (Urgent),SBD,Electrical,"Checked and turned off the breaker and connected the extension cord cables properly and on the switch, after that turned on the breaker, now fids and machines are working normal condition",Checked and found that dallmayr machine and fids screen not working due to connected extension cord switch is off position,2
31970830,Light not working. Door Ref: 06-ESW-2018,SBD,Electrical,We checked and replaced 4nos of 18watt 865 tubelights and 1nos of 18watt electronics ballast and now all lights are working normal condition after rectification lux level is 419,Visit the location and found that 1nos 4×18watt 865 tubelights were not working due to fused lamps need to replace before rectification lux level is 189 MR number 739045,1
31997675,MULTIPLE LIGHTS NOT WORKING,SBD,Electrical,Checked and replaced 02 nos 35w 865 tubelights with ballast. Now lights are working normal condition after lux level is 475,"Checked and found that below 6meter 02 nos 35w tubelights fused need to replace before lux level 187,need to be collect the key from DAN'S",2
31990695,ELE ROOM ACCESS FOR ISOLATION,SER,Electrical,Checked the permit and isolated the power from SMDB and applied the loto for renovation works,"Power isolation required for subcontractors poly gulf team to renovation work purpose, EPP 309 DB",1
31861583,Wash basin blocked,SBD,Plumbing,"Checked and found sink blocked from both  floor trap and bottle with excess food wastes  fats, oil, and grease that blocked under the trap. Removed the blockage with a plunger and a  rodding tool, cleaned the bottle trap, and flushed the system  with hot water and water pressure. Now the sink and floor drain is in good working condition,  no blockage","Checked and found sink blocked due to food wastes
proper failure e code is not available",2
31852986,WC blocked,SBD,Plumbing,"removed the blockage with plunger, rodding tool, and a plucking tool now there is no blockage","Checked  and found one wc blocked due to heavy, excess, and undissolved tissues that stuck under the trap,",2
31861832,W/C seat cover loose condition need to fix it properly,SBD,Plumbing,"Checked and found one ewc seat cover loose condition due to missing nuts and washers,  arranged  for new washers and nuts replaced and tightened the loose seat cover properly now its in good working condition",Checked and found one ewc seat cover loose condition due to missing nuts and washers,1
31852551,Washbasin water tap loose condition,SBD,Plumbing,"tightened the loose  tap by replacing the worn-out moon washer and nut  with new,tighten correctly now the tap is in a correct and fixed position","Checked  and found one wash-hand basin tap in loose condition,",1
31844147,Ewc damaged with cracks needs to be change (Right side 2nd),SBD,Plumbing,"Checked, there is no any cracked in EWC also same we have verified with client as per him he raised by mistake.","Checked, there is no any cracked in EWC also same we have verified with client as per him he raised by mistake.",3
31844175,Ewc damaged with cracks needs to be change (5th Cubicle),SBD,Plumbing,"Checked, there is no any cracked in EWC also same we have verified with client as per him he raised by mistake.","Checked, there is no any cracked in EWC also same we have verified with client as per him he raised by mistake.",3
31883684,WC blocked,SBD,Plumbing,"Removed the blockage with plunger pump, vacuum machine and stick now there is no more blockage",Checked and found ewc blocked due to undissolved tissues directly thrown in side the ewc,2
31883760,Flexible pipe leaking 3rd cubicle,SBD,Plumbing,"Checked and found one flexible pipe damaged and leaking, replaced the damaged flexible pipe with a new one and  now there is no leakage","Access denied by facility care team only during deep cleaning time
Checked and found one flexible pipe damaged and leaking,",1
31883876,Washbasin blocked #3,SBD,Plumbing,"Checked and found one wash hand basin blocked  with excess food wastes human hair and undissolved tissues  that blocked under the trap. Removed the blockage with a plunger and a  ridding tool, cleaned the bottle trap, and now washbasin is in good working condition,  no blockage","Access denied by facility care team only during deep cleaning time due to area busy
Checked and found one wash hand basin blocked  with excess food wastes human hair and undissolved tissues  that blocked under the trap.",2
31884062,Awc flexible pipe leaking 10th cubical,SBD,Plumbing,"Checked and found one flexible pipe damaged and leaking, replaced the damaged flexible pipe with a new one and  now there is no leakage","Checked and found one flexible pipe damaged and leaking,",1
31884063,Ewc Flexible Pipe Leaking 6th cubicle,SBD,Plumbing,"Checked and found one flexible pipe damaged and leaking, replaced the damaged flexible pipe with a new one and  now there is no leakage",Checked and found one flexible pipe damaged and leaking,1
31884064,Ewc Flexible Pipe Leaking (cubicle 4th),SBD,Plumbing,"Checked and found one flexible pipe damaged and leaking, replaced the damaged flexible pipe with a new one and  now there is no leakage","Checked and found one flexible pipe damaged and leaking,",1
31877389,Washbasin rim surrounding area silicon require,SBD,Plumbing,Arranged the material from store new silicone change. Removed  old silicone with  scrappers and applied new silicone with silicone  gun now washbasin  are in good condition,Checked and found washbasin rim silicon discoloured,1
31858978,WASHROOM DRAINAGE LINE BLOCK,SBD,Plumbing,Removed the floor trap cover and cleaned the trap removed all grease and other debris from the trap. Open the sink bottle trap and serviced it.  Now flow the water in sink and there is no blockage in drainline.,"Checked and found gulley trap blocked
WORK GROUP IS READ ONLY NOT ABLE TO SELECT FUNCTIONL LOCATION",2
31861538,URINAL BLOCKED,SBD,Plumbing,All urinals main line blocked now due to master castle team using the jetting machine now open the blockage now there is no more blockage,"Checked and found all urinals blocked due to heavy and undissolved tissues. Due to design  issues  we unmount  the urinals  and for there was no clean out to clear the line with a jetting machine.  Further more, the trap design  for the urinals  was inbuilt  to the walk where by we had to do chipping to access  the main  line.",3
31793144,WATER COOLER FILTER NEED TO BE REPLACE,SBD,Plumbing,"Checked and found water cooler filter status red need to be changed.  Arranged for a new filter removed old filter fixed properly and d reset filter status now water cooler is working normal and in good condition, safe for users","Checked and found Watercooler filter need to replace.  Need material
Checked and found two water cooler filter status red need to be changed.",3
31870926,Water Leaking from Cceiling Pipe - Pic Attached,SBD,Plumbing,Cleaned the accumulated water and dry the area now there is no more water dripping from ceiling,Checked and found accumulated water dripping from pipe sleeve 1st floor to ground floor office.,2
31853003,Request to access the mechanical room,SBD,Plumbing,TEAM STAR Request to access the mechanical room for cable pulling work .we granted the access carry out the work to team star..,TEAM STAR Request to access the mechanical room for cable pulling work .,1
31853211,Shower taps not working,SBD,Plumbing,Arranged new screw and open diverter and service the diverter and fixed properly diverter handle with lekey now shower diverter working normal condition,"Checked and found shower mixer defective not working
PROPER FAILURE CODE IS NOT AVAILABLE",3
31853261,2 URINALS BLOCKED,SBD,Plumbing,"Removed the blockage with plunger pump, water pressure and chemical now there is no more blockage",Checked and found 2nos urinal blockage due to undissolved tissues directly thrown in side the urinal we try plunger pump and water pressure but not clear properly blockage we try chemical under observation,3
31891105,2 W/BASIN BLOCKED,SBD,Plumbing,"Checked and found two wash hand basin blocked  with excess food wastes human hair and undissolved tissues  that blocked under the trap. Removed the blockage with a plunger and a  ridding tool, cleaned the bottle trap, and now washbasin is in good working condition,  no blockage",Checked and found two wash hand basin blocked  with excess food wastes human hair and undissolved tissues  that blocked under the trap.FUNCTIONAL LOCATION NOT AVAILABLE,2
31891074,SINK LEAKING,SBD,Plumbing,Checked and found sink drain  damaged  due to poor work done during  installation.  This sink is beyond our scope for it belongs to the food outlet  but due to customer  and passenger  safety I  fixed the drains properly  and aligned  it in a quality manner now there is no more leakage,Checked and found sink drain  damaged  due to poor work done during  installation.  This sink is beyond our scope for it belongs to the food outlet.FUNCTIONAL LOCATION NOT AVAILABLE,3
31871568,WC FLUSH BUTTON NOT WORKING,SBD,Plumbing,"Checked and found wc grohe flush not working,this was due to flush valve issues  where the piston and push button were damaged.  Replaced the damaged piston and push button and serviced the whole set now wc flush is working normal","Checked and found grohe flush defective  need material
Checked and found wc grohe flush not working,this was due to flush valve issues  where the piston and push button were damaged.",3
31890862,DRAINAGE BLOCK,SBD,Plumbing,"Checked  and found  one urinal  is blocked  from  main line due to excess tissue  bubble  and chewing gums and other foreign material.  Removed the blockage with plunger vacuum machine, a rodding tool now there is no more blockage",Checked  and found  one urinal  is blocked  from  main line due to excess tissue  bubble  and chewing gums and other foreign material. FUNCTIONAL LOCATION NOT AVAILABLE,2
31878640,WC FLUSH NOT WORKING,SBD,Plumbing,Arranged the material damaged solenoid shaft. and diaphragm. Fixed properly now flush working normal condition,"Checked and found wc flush not working due to damaged  solenoid shaft, diaphragm. Functional location not available maximo.",2
31883270,WC SEAT COVER DAMAGED,SBD,Plumbing,Arranged the material new likey screws and fixed properly now there is no more seat cover loose,Checked and found wc seat cover loose due to likely screws missing,1
31856057,WC BLOCK AND THE WATER  FLOW OUTSIDE,SBD,Plumbing,"removed the blockage with plunger, rodding tool, and a plucking tool now there is no blockage","Checked  and found one wc blocked due to heavy, excess, and undissolved tissues that stuck under the trap,",1
31870966,WASTE DRAIN BLOCKED,SBD,Plumbing,Checked and found floor drain blocked. (Kitchen)this is not under Enova scope we informed to customer,Checked and found floor drain blocked. (Kitchen)this is not under Enova scope we informed to customer. Functional location not available in maximo.,1
31890827,DRAINAGE BLOCK,SBD,Plumbing,"Checked and found drain trenches blocked due to mud, metal  material plastic bags  and other foreign material,  removed the blockage with a rodding tool  and removed  the mud, cleaned the blocked strainers  now drain tranches are in good working condition","Checked and found drain trenches blocked due to mud, metal  material plastic bags  and other foreign material,  removed the blockage with a rodding tool  and removed  the mud, cleaned the blocked strainers  now drain tranches are in good working condition",2
31861620,Water leakage from all cubicle grouting,SBD,Plumbing,Checked and found cubicle wall corner leaking due to flush valve connection hose damaged then replaced the new connection hose. Now rectified issue. No service impact,Checked and found cubicle corner leakage. No service impact,2
31852693,No water supply,SBD,Plumbing,"Removed damaged battery,replaced new battery and refixed properly now working normal conditions..no service impact.",Checked and found washbasin sensor tap not working properly due to battery issue..no service impact,2
31852695,flexible pipe leaking,SBD,Plumbing,Tightened the spray gun and refixed properly now working normal conditions..no service impact.,Checked and found flexible pipe miner leaking from spray gun loose conditions..no service impact,1
31853000,WASHBASIN TAP LOOSE NEED TO FIX,SBD,Plumbing,Tightened the nuts and refixed properly now working normal conditions..no service impact.,Checked and found washbasin tap loose conditions need to fix properly..no service impact,1
31866204,washbasin silicon required,SBD,Plumbing,Checked and found all washbasin silicone required then removed the old white silicone and applied the new white silicone. No service impact,Checked and found all washbasin silicone required. No service impact,1
31852534,SPRAY GUN DEFECTIVE NEED TO BE FIXED (SATHAK 0565343242,SBD,Plumbing,"Removed damaged flexible pipe,replaced new pipe and refixed properly now working normal conditions..no service impact.","Checked and found there are 6nos cubicles in the cluster, out of 6,only 1nos cubicles spray gun damaged conditions due to long time using..no service impact",1
31883688,2nd wc flexible pipe damaged,SBD,Plumbing,Checked and found flexible pipe damaged and angle also not closing then replaced new angle valve and flexible pipe. No service impact,"Checked and found 2nd cubicle wc flexible pipe damaged ,other cubicles flexible pipe normal conditions no service impact
FUNCATIONAL LOCATION IS NOT AVAILABKE FOR THISD OOR NUMBER",1
